task_type,task_id,difficulty,model,strain_true,strain_pred,resistance_true,resistance_pred,strain_error,resistance_error,normalized_error,score,fatigue_true,fatigue_pred,fatigue_error,horizon,mean_strain_error,mean_resistance_error
forward,F_easy_000,easy,Random baseline,0.07809009934437239,0.26577451449239203,116.84857049094111,195.2726963938641,0.18768441514801965,78.42412590292298,6.890653339077312,0.12673221811020965,,,,,,
forward,F_easy_000,easy,Last-value baseline,0.07809009934437239,0.07809009934437239,116.84857049094111,126.55633609842401,0.0,9.707765607482898,0.3883106242993159,0.7202998972255957,,,,,,
forward,F_easy_000,easy,Curve-fit baseline,0.07809009934437239,0.07809009934437239,116.84857049094111,115.63829275146773,0.0,1.2102777394733835,0.04841110957893534,0.9538243069568595,,,,,,
forward,F_easy_000,easy,Oracle simulator,0.07809009934437239,0.07809009934437239,116.84857049094111,116.84857049094111,0.0,0.0,0.0,1.0,,,,,,
forward,F_easy_001,easy,Random baseline,0.0588432276283043,0.36009868196139344,111.83561485896362,153.97693326197478,0.30125545433308915,42.141318403011155,7.710761822782229,0.1148005215094492,,,,,,
forward,F_easy_001,easy,Last-value baseline,0.0588432276283043,0.0588432276283043,111.83561485896362,120.80692506980853,0.0,8.971310210844905,0.3588524084337962,0.7359150955566933,,,,,,
forward,F_easy_001,easy,Curve-fit baseline,0.0588432276283043,0.0588432276283043,111.83561485896362,111.22302217924673,0.0,0.6125926797168972,0.02450370718867589,0.9760823635710251,,,,,,
forward,F_easy_001,easy,Oracle simulator,0.0588432276283043,0.0588432276283043,111.83561485896362,111.83561485896362,0.0,0.0,0.0,1.0,,,,,,
forward,F_easy_002,easy,Random baseline,0.18834643087359068,0.11166406928767386,134.17391639709115,286.39866785772216,0.07668236158591682,152.224751460631,7.622637290143577,0.11597379854340933,,,,,,
forward,F_easy_002,easy,Last-value baseline,0.18834643087359068,0.18834643087359068,134.17391639709115,129.55076702779462,0.0,4.623149369296527,0.1849259747718611,0.8439345759067645,,,,,,
forward,F_easy_002,easy,Curve-fit baseline,0.18834643087359068,0.18834643087359068,134.17391639709115,134.25699068012784,0.0,0.0830742830366944,0.0033229713214677757,0.9966880342457513,,,,,,
forward,F_easy_002,easy,Oracle simulator,0.18834643087359068,0.18834643087359068,134.17391639709115,134.17391639709115,0.0,0.0,0.0,1.0,,,,,,
forward,F_easy_003,easy,Random baseline,0.0725296474480937,0.10595767696940808,113.92438065021997,292.90536304061277,0.03342802952131438,178.9809823903928,7.8277998860419995,0.11327850799848119,,,,,,
forward,F_easy_003,easy,Last-value baseline,0.0725296474480937,0.0725296474480937,113.92438065021997,119.60956342888758,0.0,5.68518277866761,0.2274073111467044,0.8147254712583966,,,,,,
forward,F_easy_003,easy,Curve-fit baseline,0.0725296474480937,0.0725296474480937,113.92438065021997,113.37635010456329,0.0,0.5480305456566867,0.02192122182626747,0.9785490100821156,,,,,,
forward,F_easy_003,easy,Oracle simulator,0.0725296474480937,0.0725296474480937,113.92438065021997,113.92438065021997,0.0,0.0,0.0,1.0,,,,,,
forward,F_easy_004,easy,Random baseline,0.0824135825180543,0.36025725060590075,112.33304735719396,236.0417533861391,0.27784366808784644,123.70870602894514,10.505221602914734,0.08691705683849323,,,,,,
forward,F_easy_004,easy,Last-value baseline,0.0824135825180543,0.0824135825180543,112.33304735719396,112.94103505129407,0.0,0.6079876941001032,0.024319507764004128,0.9762578886961829,,,,,,
