episode_id,difficulty,param_damage_rate,param_recovery_rate,param_strain_sensitivity,param_fatigue_sensitivity,param_r0
E_easy_000,easy,0.11965604437003671,0.17949905957768472,1.7151587519468294,0.948684014529682,100.0
E_easy_001,easy,0.0506626042775905,0.21082319397519247,1.5989105139552193,0.9525826893131676,100.0
E_easy_002,easy,0.07392829653135677,0.22722587396129515,1.6672505423794768,0.9584450945794979,100.0
E_easy_003,easy,0.09986325291851446,0.14977181670218992,1.603344055823887,0.7406168919195042,100.0
E_easy_004,easy,0.05125426589373814,0.16066904269989699,1.2790933306719126,0.9388293368064288,100.0
E_easy_005,easy,0.11714128522191018,0.21349118870815195,1.263166847912475,0.6332794284775891,100.0
E_easy_006,easy,0.08465805464903182,0.19756069441133992,1.3598779905005076,0.6698842054769785,100.0
E_easy_007,easy,0.121932024486086,0.18429378940178864,1.5597560649135673,1.065618117845051,100.0
E_easy_008,easy,0.05957775786842446,0.22991942574268148,1.5994108416639221,0.9250625077793986,100.0
E_easy_009,easy,0.10727675078969992,0.19151718349627736,1.2870781527990298,1.0730122267790476,100.0
E_easy_010,easy,0.05648532323656494,0.2157793889935517,1.2333407501441267,0.740305718066828,100.0
E_easy_011,easy,0.07193007086501423,0.2159229546286287,1.5825532202870753,0.9245745250671372,100.0
E_easy_012,easy,0.13728336050350126,0.22861202732884622,1.372936947292743,0.9668767487189581,100.0
E_easy_013,easy,0.05763304321121868,0.17077342446910945,1.6305834885849406,1.003715802988141,100.0
E_easy_014,easy,0.12088308526064054,0.1566661410458211,1.5373024402425433,0.6509470786572724,100.0
E_easy_015,easy,0.05083338036390111,0.1569489777330217,1.2187701077409867,0.6553147337811016,100.0
E_easy_016,easy,0.12923422701149231,0.1882580371800238,1.573075217916454,0.7365935957504381,100.0
E_easy_017,easy,0.12182876922364999,0.14898762294446566,1.3226384202488575,0.971800182553826,100.0
E_medium_000,medium,0.21480397476568594,0.11423186032515692,1.4678845220938355,1.6920578704614997,100.0
E_medium_001,medium,0.19738910560327708,0.09025476849012813,1.421038205132825,1.183267317518148,100.0
E_medium_002,medium,0.32064778414371875,0.1299694895138294,2.09426540154834,1.4719896681180706,100.0
E_medium_003,medium,0.26984093999798425,0.10551543091167812,2.0551562496050084,1.6977890633030603,100.0
E_medium_004,medium,0.3098552712863213,0.08410851040064607,1.6964467762757576,1.4865294499915311,100.0
E_medium_005,medium,0.2954192045980395,0.1103342883512651,1.9251861915637631,1.4252757465001307,100.0
E_medium_006,medium,0.19095286334866413,0.14122111694588949,1.728969158201138,1.4332642296750626,100.0
E_medium_007,medium,0.2177954127541339,0.08545666579561045,1.4722984353749347,1.7063012244317142,100.0
E_medium_008,medium,0.22715090576044955,0.11520623285045645,1.5892392517395293,1.2124118188094433,100.0
E_medium_009,medium,0.31685363561341856,0.12073875471733826,1.7003182849501888,1.401753450346557,100.0
E_medium_010,medium,0.3003765718970161,0.1056858314336181,2.0514791419812344,1.5285547060157667,100.0
E_medium_011,medium,0.24603038453316958,0.10374128501716491,1.4467780282910239,1.5150696418047314,100.0
E_medium_012,medium,0.21549997671151197,0.08018209586632315,1.7851677843357803,1.593519737566935,100.0
E_medium_013,medium,0.21658262967338288,0.10213293072075011,1.5876595733743857,1.524409578734901,100.0
E_medium_014,medium,0.27560543534223886,0.1252321563612401,2.088091020075135,1.3882904082106817,100.0
E_medium_015,medium,0.21181387768866772,0.0794275120724665,1.566836970553442,1.4520124558862473,100.0
E_medium_016,medium,0.31598958978766106,0.1296854383167492,2.019993619600854,1.2511473533018862,100.0
E_medium_017,medium,0.3115726273190032,0.09641610364781851,1.8802349086541301,1.6994867414590176,100.0
E_hard_000,hard,0.3601249884369678,0.048757011355026504,2.215394065038577,2.5334664427998357,100.0
E_hard_001,hard,0.4015166862063622,0.07177864834067467,1.9570258708643533,2.0278677865528336,100.0
E_hard_002,hard,0.4140245285380793,0.02734034997057271,1.7788722567008375,2.254894401732639,100.0
E_hard_003,hard,0.39313162319346073,0.029862125988537092,2.1393561539558528,2.1397359477490303,100.0
E_hard_004,hard,0.4226576695029757,0.06831555716747692,2.105884040613041,2.72916263227107,100.0
E_hard_005,hard,0.5475769981886789,0.05645728441026615,1.7710646570223982,2.7000912781436823,100.0
E_hard_006,hard,0.5287126249835834,0.06935193008377333,1.8467676979982002,2.7292422440061497,100.0
E_hard_007,hard,0.372946678213135,0.0578820818263412,2.2527209723704753,1.8675273144180533,100.0
E_hard_008,hard,0.44490268412190725,0.035832774844101446,1.8095170996517884,2.4269523404322686,100.0
E_hard_009,hard,0.3686951961118507,0.06506650267960623,1.6345401800455077,1.804857337777279,100.0
E_hard_010,hard,0.5497605160898316,0.07095416089611004,1.6711429944402263,1.8237565064571866,100.0
E_hard_011,hard,0.40168808098118747,0.03181592410144332,2.0442044959200447,2.3964450993602733,100.0
E_hard_012,hard,0.48825521765442337,0.05718552432177295,2.1258671694146987,2.520216029002664,100.0
E_hard_013,hard,0.4696920084462678,0.02686327873284061,2.1464119651591984,2.750496269802706,100.0
E_hard_014,hard,0.4795280187719105,0.05246041413357814,2.1149923723394184,2.7500017705742077,100.0
E_hard_015,hard,0.5068273153817354,0.050121007909469946,2.202768431549073,1.8315813306929984,100.0
E_hard_016,hard,0.5390614504161054,0.06595188677349184,1.9622961325696144,2.726948999732512,100.0
E_hard_017,hard,0.5387053282234628,0.06402571221715216,1.9747242556925386,2.6924843372096596,100.0
