task_id,difficulty,model,horizon,mean_strain_error,mean_resistance_error
R_easy_000,easy,Random baseline,1,0.2332696122418545,148.7039197172946
R_easy_000,easy,Random baseline,5,0.12935770480440797,138.80279354107734
R_easy_000,easy,Random baseline,10,0.11829327418359688,93.8264418849614
R_easy_000,easy,Random baseline,20,0.11430181047290437,89.78740380574216
R_easy_000,easy,Random baseline,30,0.10974614584080565,82.25938664043908
R_easy_000,easy,Last-value baseline,1,9.934437239511595e-08,9.707429509058883
R_easy_000,easy,Last-value baseline,5,9.934437239511595e-08,5.207023352521977
R_easy_000,easy,Last-value baseline,10,9.934437239511595e-08,15.465732745717514
R_easy_000,easy,Last-value baseline,20,9.934437239511595e-08,15.721256415799559
R_easy_000,easy,Last-value baseline,30,9.934437239511595e-08,14.29481238408092
R_easy_000,easy,Curve-fit baseline,1,9.934437239511595e-08,1.6898892112270403
R_easy_000,easy,Curve-fit baseline,5,9.934437239511595e-08,1.5310108202878723
R_easy_000,easy,Curve-fit baseline,10,9.934437239511595e-08,2.0250219960841065
R_easy_000,easy,Curve-fit baseline,20,9.934437239511595e-08,4.06535524509766
R_easy_000,easy,Curve-fit baseline,30,9.934437239511595e-08,5.341317631481489
R_easy_000,easy,Oracle simulator,1,0.0,0.0
R_easy_000,easy,Oracle simulator,5,0.0,0.0
R_easy_000,easy,Oracle simulator,10,0.0,0.0
R_easy_000,easy,Oracle simulator,20,0.0,0.0
R_easy_000,easy,Oracle simulator,30,0.0,0.0
R_easy_001,easy,Random baseline,1,0.04969079769578804,147.3928256882211
R_easy_001,easy,Random baseline,5,0.1697774412016373,101.35765740653503
R_easy_001,easy,Random baseline,10,0.14071661496427018,100.20615665291123
R_easy_001,easy,Random baseline,20,0.1168237803511996,97.18457990360018
R_easy_001,easy,Random baseline,30,0.12559242627243303,90.93222501706236
R_easy_001,easy,Last-value baseline,1,3.227628304305896e-06,8.971385141036379
R_easy_001,easy,Last-value baseline,5,3.227628304305896e-06,8.388023733022507
R_easy_001,easy,Last-value baseline,10,3.227628304301733e-06,7.1924807919810245
R_easy_001,easy,Last-value baseline,20,3.2276283042968757e-06,6.081337377787639
R_easy_001,easy,Last-value baseline,30,3.2276283042952566e-06,6.512519843013466
R_easy_001,easy,Curve-fit baseline,1,3.227628304305896e-06,0.4350198620828962
R_easy_001,easy,Curve-fit baseline,5,3.227628304305896e-06,0.49886935825558965
R_easy_001,easy,Curve-fit baseline,10,3.227628304301733e-06,0.6581504069068458
R_easy_001,easy,Curve-fit baseline,20,3.2276283042968757e-06,0.8803038069540932
R_easy_001,easy,Curve-fit baseline,30,3.2276283042952566e-06,1.1273474035029423
R_easy_001,easy,Oracle simulator,1,0.0,0.0
R_easy_001,easy,Oracle simulator,5,0.0,0.0
R_easy_001,easy,Oracle simulator,10,0.0,0.0
R_easy_001,easy,Oracle simulator,20,0.0,0.0
R_easy_001,easy,Oracle simulator,30,0.0,0.0
R_easy_002,easy,Random baseline,1,0.16590904830348355,138.44476137998305
R_easy_002,easy,Random baseline,5,0.13320269862409448,89.67632830553184
R_easy_002,easy,Random baseline,10,0.11472024607478477,70.05774648129928
R_easy_002,easy,Random baseline,20,0.14055975899727657,72.1778279339177
R_easy_002,easy,Random baseline,30,0.14267592322065042,83.88578832816772
R_easy_002,easy,Last-value baseline,1,3.569126409336265e-06,4.62291639709116
R_easy_002,easy,Last-value baseline,5,3.569126409336265e-06,4.607402643220643
R_easy_002,easy,Last-value baseline,10,3.569126409336265e-06,7.847007156600152
R_easy_002,easy,Last-value baseline,20,3.569126409337653e-06,10.37624495926921
R_easy_002,easy,Last-value baseline,30,3.5691264093464422e-06,9.695329598058363
R_easy_002,easy,Curve-fit baseline,1,3.569126409336265e-06,0.049609918649764495
R_easy_002,easy,Curve-fit baseline,5,3.569126409336265e-06,0.300647293680845
R_easy_002,easy,Curve-fit baseline,10,3.569126409336265e-06,0.9205937511023962
R_easy_002,easy,Curve-fit baseline,20,3.569126409337653e-06,1.5923680889527148
R_easy_002,easy,Curve-fit baseline,30,3.5691264093464422e-06,2.013864872340414
R_easy_002,easy,Oracle simulator,1,0.0,0.0
R_easy_002,easy,Oracle simulator,5,0.0,0.0
R_easy_002,easy,Oracle simulator,10,0.0,0.0
R_easy_002,easy,Oracle simulator,20,0.0,0.0
R_easy_002,easy,Oracle simulator,30,0.0,0.0
R_easy_003,easy,Random baseline,1,0.20648876855350462,131.86478725585025
R_easy_003,easy,Random baseline,5,0.15262297216077286,56.75461555324705
R_easy_003,easy,Random baseline,10,0.14725047111295927,76.43468664820595
R_easy_003,easy,Random baseline,20,0.127057207375645,86.03666962440909
R_easy_003,easy,Random baseline,30,0.11764411873473085,88.88980403931455
R_easy_003,easy,Last-value baseline,1,3.5255190630745226e-07,5.685619349780026
R_easy_003,easy,Last-value baseline,5,3.5255190630745226e-07,6.177416433116403
R_easy_003,easy,Last-value baseline,10,3.5255190630745226e-07,8.184081296669946
R_easy_003,easy,Last-value baseline,20,3.5255190630051336e-07,19.285053467597407
R_easy_003,easy,Last-value baseline,30,3.5255190631207817e-07,20.50831980709099
R_easy_003,easy,Curve-fit baseline,1,3.5255190630745226e-07,0.8164075999534077
R_easy_003,easy,Curve-fit baseline,5,3.5255190630745226e-07,1.0203208281820906
R_easy_003,easy,Curve-fit baseline,10,3.5255190630745226e-07,1.7606889349938897
R_easy_003,easy,Curve-fit baseline,20,3.5255190630051336e-07,5.585292154665693
R_easy_003,easy,Curve-fit baseline,30,3.5255190631207817e-07,7.096758688549784
R_easy_003,easy,Oracle simulator,1,0.0,0.0
R_easy_003,easy,Oracle simulator,5,0.0,0.0
R_easy_003,easy,Oracle simulator,10,0.0,0.0
R_easy_003,easy,Oracle simulator,20,0.0,0.0
R_easy_003,easy,Oracle simulator,30,0.0,0.0
R_easy_004,easy,Random baseline,1,0.02779882133527769,53.89482376245725
R_easy_004,easy,Random baseline,5,0.07179602874292595,25.315291587801113
R_easy_004,easy,Random baseline,10,0.07706694941574435,49.28328805094038
R_easy_004,easy,Random baseline,20,0.09103731321416277,79.81169797144115
R_easy_004,easy,Random baseline,30,0.10805247460140137,71.61512073857902
R_easy_004,easy,Last-value baseline,1,3.58251805429588e-06,0.6079526428060404
R_easy_004,easy,Last-value baseline,5,3.582518054301431e-06,6.768004369989927
R_easy_004,easy,Last-value baseline,10,3.5825180543125336e-06,7.2418910707470205
R_easy_004,easy,Last-value baseline,20,3.5825180543180847e-06,8.93507895511775
R_easy_004,easy,Last-value baseline,30,3.582518054319935e-06,11.44965851737683
R_easy_004,easy,Curve-fit baseline,1,3.58251805429588e-06,0.5230161922593339
R_easy_004,easy,Curve-fit baseline,5,3.582518054301431e-06,0.667121781907855
R_easy_004,easy,Curve-fit baseline,10,3.5825180543125336e-06,0.9057097397381852
R_easy_004,easy,Curve-fit baseline,20,3.5825180543180847e-06,1.3662074709480918
R_easy_004,easy,Curve-fit baseline,30,3.582518054319935e-06,1.896795823682298
R_easy_004,easy,Oracle simulator,1,0.0,0.0
R_easy_004,easy,Oracle simulator,5,0.0,0.0
R_easy_004,easy,Oracle simulator,10,0.0,0.0
R_easy_004,easy,Oracle simulator,20,0.0,0.0
R_easy_004,easy,Oracle simulator,30,0.0,0.0
R_easy_005,easy,Random baseline,1,0.1526406987716928,53.46978694070195
R_easy_005,easy,Random baseline,5,0.17731049570947968,89.79390350344019
R_easy_005,easy,Random baseline,10,0.11998298448614139,69.73095541181074
R_easy_005,easy,Random baseline,20,0.12765523370061266,79.6557860394232
R_easy_005,easy,Random baseline,30,0.13206802684097482,70.23637828890193
R_easy_005,easy,Last-value baseline,1,0.0,0.02246860977038523
R_easy_005,easy,Last-value baseline,5,0.0,6.558009146748651
R_easy_005,easy,Last-value baseline,10,0.0,13.279736266967996
R_easy_005,easy,Last-value baseline,20,0.0,11.474469985794244
R_easy_005,easy,Last-value baseline,30,0.0,17.39316071922305
R_easy_005,easy,Curve-fit baseline,1,0.0,0.021105524823141764
R_easy_005,easy,Curve-fit baseline,5,0.0,0.6651939398521762
R_easy_005,easy,Curve-fit baseline,10,0.0,0.8060888489814317
R_easy_005,easy,Curve-fit baseline,20,0.0,1.5291270793571747
R_easy_005,easy,Curve-fit baseline,30,0.0,1.6719542069542963
R_easy_005,easy,Oracle simulator,1,0.0,0.0
R_easy_005,easy,Oracle simulator,5,0.0,0.0
R_easy_005,easy,Oracle simulator,10,0.0,0.0
R_easy_005,easy,Oracle simulator,20,0.0,0.0
R_easy_005,easy,Oracle simulator,30,0.0,0.0
R_easy_006,easy,Random baseline,1,0.12965691232347187,94.13017821125501
R_easy_006,easy,Random baseline,5,0.10672452133846833,80.61922986481851
R_easy_006,easy,Random baseline,10,0.09995532786702307,76.39798906644924
R_easy_006,easy,Random baseline,20,0.10566890937027769,65.95547529488111
R_easy_006,easy,Random baseline,30,0.12751112197839004,64.83405770005169
R_easy_006,easy,Last-value baseline,1,4.7289794750660086e-06,0.658464097792347
R_easy_006,easy,Last-value baseline,5,4.7289794750660086e-06,9.935487959842485
R_easy_006,easy,Last-value baseline,10,4.7289794750660086e-06,15.90915594615647
R_easy_006,easy,Last-value baseline,20,4.7289794750660086e-06,18.410898975891207
R_easy_006,easy,Last-value baseline,30,4.728979475047505e-06,22.71910683093389
R_easy_006,easy,Curve-fit baseline,1,4.7289794750660086e-06,0.26249508351395434
R_easy_006,easy,Curve-fit baseline,5,4.7289794750660086e-06,0.32273610283142207
R_easy_006,easy,Curve-fit baseline,10,4.7289794750660086e-06,0.8496045787841766
R_easy_006,easy,Curve-fit baseline,20,4.7289794750660086e-06,2.0682111029207904
R_easy_006,easy,Curve-fit baseline,30,4.728979475047505e-06,3.5445310418587317
R_easy_006,easy,Oracle simulator,1,0.0,0.0
R_easy_006,easy,Oracle simulator,5,0.0,0.0
R_easy_006,easy,Oracle simulator,10,0.0,0.0
R_easy_006,easy,Oracle simulator,20,0.0,0.0
R_easy_006,easy,Oracle simulator,30,0.0,0.0
R_easy_007,easy,Random baseline,1,0.029730083260771745,193.61200910566612
R_easy_007,easy,Random baseline,5,0.10838541193265869,81.8024950799124
R_easy_007,easy,Random baseline,10,0.11483887680172622,79.77506310503391
R_easy_007,easy,Random baseline,20,0.11398009865631491,81.04187074907239
R_easy_007,easy,Random baseline,30,0.10337891640007688,76.8582117127758
R_easy_007,easy,Last-value baseline,1,1.3877787807814457e-17,9.062538803510577
R_easy_007,easy,Last-value baseline,5,1.3877787807814457e-17,3.992663142332378
R_easy_007,easy,Last-value baseline,10,6.938893903907228e-18,10.327837509984192
R_easy_007,easy,Last-value baseline,20,3.469446951953614e-18,24.50295354277867
R_easy_007,easy,Last-value baseline,30,2.3129646346357427e-18,31.22293704125137
R_easy_007,easy,Curve-fit baseline,1,1.3877787807814457e-17,2.4000177157597165
R_easy_007,easy,Curve-fit baseline,5,1.3877787807814457e-17,2.256370202164365
R_easy_007,easy,Curve-fit baseline,10,6.938893903907228e-18,2.424377775430581
R_easy_007,easy,Curve-fit baseline,20,3.469446951953614e-18,5.231647521237826
R_easy_007,easy,Curve-fit baseline,30,2.3129646346357427e-18,8.67993937847749
R_easy_007,easy,Oracle simulator,1,0.0,0.0
R_easy_007,easy,Oracle simulator,5,0.0,0.0
R_easy_007,easy,Oracle simulator,10,0.0,0.0
R_easy_007,easy,Oracle simulator,20,0.0,0.0
R_easy_007,easy,Oracle simulator,30,0.0,0.0
R_easy_008,easy,Random baseline,1,0.06570877417865256,149.95854248374926
R_easy_008,easy,Random baseline,5,0.15821909057813568,106.40959491027624
R_easy_008,easy,Random baseline,10,0.14842164442975975,103.49129606204424
R_easy_008,easy,Random baseline,20,0.13856181798668435,95.02097733157946
R_easy_008,easy,Random baseline,30,0.1248979552997332,91.13470723068643
R_easy_008,easy,Last-value baseline,1,2.425698339608706e-06,7.735565041717706
R_easy_008,easy,Last-value baseline,5,2.425698339608706e-06,6.583099767933106
R_easy_008,easy,Last-value baseline,10,2.425698339614257e-06,17.251721659320047
R_easy_008,easy,Last-value baseline,20,2.4256983396253597e-06,18.94440767425035
R_easy_008,easy,Last-value baseline,30,2.4256983396290604e-06,21.09704715763961
R_easy_008,easy,Curve-fit baseline,1,2.425698339608706e-06,0.6874024468102533
R_easy_008,easy,Curve-fit baseline,5,2.425698339608706e-06,0.8597552989845412
R_easy_008,easy,Curve-fit baseline,10,2.425698339614257e-06,1.0407162394904261
R_easy_008,easy,Curve-fit baseline,20,2.4256983396253597e-06,1.6917065513775682
R_easy_008,easy,Curve-fit baseline,30,2.4256983396290604e-06,2.272095920975963
R_easy_008,easy,Oracle simulator,1,0.0,0.0
R_easy_008,easy,Oracle simulator,5,0.0,0.0
R_easy_008,easy,Oracle simulator,10,0.0,0.0
R_easy_008,easy,Oracle simulator,20,0.0,0.0
R_easy_008,easy,Oracle simulator,30,0.0,0.0
R_easy_009,easy,Random baseline,1,0.09511866786692841,149.43050059642806
R_easy_009,easy,Random baseline,5,0.1720933850742401,130.83798651239306
R_easy_009,easy,Random baseline,10,0.1617924716348413,103.50812682784158
R_easy_009,easy,Random baseline,20,0.12240199140484372,100.12396776222212
R_easy_009,easy,Random baseline,30,0.11186691309391159,98.47262592375732
R_easy_009,easy,Last-value baseline,1,4.334139303042994e-06,3.64323962982526
R_easy_009,easy,Last-value baseline,5,4.334139303037443e-06,12.054619170783397
R_easy_009,easy,Last-value baseline,10,4.334139303036749e-06,10.833976566506925
R_easy_009,easy,Last-value baseline,20,4.334139303029464e-06,12.153849342675448
R_easy_009,easy,Last-value baseline,30,4.334139303022409e-06,19.963991509485336
R_easy_009,easy,Curve-fit baseline,1,4.334139303042994e-06,1.149642726945288
R_easy_009,easy,Curve-fit baseline,5,4.334139303037443e-06,1.668435591019437
R_easy_009,easy,Curve-fit baseline,10,4.334139303036749e-06,1.871817833590987
R_easy_009,easy,Curve-fit baseline,20,4.334139303029464e-06,2.5014384784580272
R_easy_009,easy,Curve-fit baseline,30,4.334139303022409e-06,3.631536429946277
R_easy_009,easy,Oracle simulator,1,0.0,0.0
R_easy_009,easy,Oracle simulator,5,0.0,0.0
R_easy_009,easy,Oracle simulator,10,0.0,0.0
R_easy_009,easy,Oracle simulator,20,0.0,0.0
R_easy_009,easy,Oracle simulator,30,0.0,0.0
R_easy_010,easy,Random baseline,1,0.24778056115047903,26.627813875544504
R_easy_010,easy,Random baseline,5,0.08174380595836257,58.45492155204853
R_easy_010,easy,Random baseline,10,0.08828560663408462,78.25467179882568
R_easy_010,easy,Random baseline,20,0.1001028222283508,78.57307915334476
R_easy_010,easy,Random baseline,30,0.11376415292007175,83.87928888535826
R_easy_010,easy,Last-value baseline,1,1.5990340266613945e-06,5.876426556338217
R_easy_010,easy,Last-value baseline,5,1.5990340266613945e-06,9.121116782403044
R_easy_010,easy,Last-value baseline,10,1.5990340266613945e-06,11.796999098066744
R_easy_010,easy,Last-value baseline,20,1.59903402665168e-06,11.96985102017631
R_easy_010,easy,Last-value baseline,30,1.5990340266456664e-06,11.109074310463235
R_easy_010,easy,Curve-fit baseline,1,1.5990340266613945e-06,0.5039891499975937
R_easy_010,easy,Curve-fit baseline,5,1.5990340266613945e-06,0.7542022531436089
R_easy_010,easy,Curve-fit baseline,10,1.5990340266613945e-06,1.1358650386098545
R_easy_010,easy,Curve-fit baseline,20,1.59903402665168e-06,1.5839211907387523
R_easy_010,easy,Curve-fit baseline,30,1.5990340266456664e-06,1.9686905347574428
R_easy_010,easy,Oracle simulator,1,0.0,0.0
R_easy_010,easy,Oracle simulator,5,0.0,0.0
R_easy_010,easy,Oracle simulator,10,0.0,0.0
R_easy_010,easy,Oracle simulator,20,0.0,0.0
R_easy_010,easy,Oracle simulator,30,0.0,0.0
R_easy_011,easy,Random baseline,1,0.025172095636014802,16.073816272766237
R_easy_011,easy,Random baseline,5,0.13569874831028422,48.145043615263404
R_easy_011,easy,Random baseline,10,0.1149712749476652,55.39747622756166
R_easy_011,easy,Random baseline,20,0.11575815679181836,85.1858415530767
R_easy_011,easy,Random baseline,30,0.12349521115051118,76.38979938126936
R_easy_011,easy,Last-value baseline,1,4.152096451048859e-06,8.098484396022826
R_easy_011,easy,Last-value baseline,5,4.152096451048859e-06,4.292954537719629
R_easy_011,easy,Last-value baseline,10,4.152096451048859e-06,5.833540555874867
